1,0,-4.3,6.1,3.1,5.1,4.6,6.8,525,-23
1,1,-5.2,5.7,-3.4,6.3,-2,5.9,529,-25
1,2,-5.1,5.6,-1.5,5.8,-0.4,5.3,540,-34
1,3,-3.1,6.6,-2.3,6.9,-1.3,5.3,558,-33
1,4,-5.5,6.1,-1.2,6.2,-0.6,5.2,543,-31
1,5,-7.4,5.6,-1.2,5.6,-1,5.7,523,-28
1,6,-8.1,3.5,-2.1,3.5,-2.1,6.4,521,-25
1,7,-7,5.9,-0.3,5.9,-0.6,6,529,-31
1,8,-6.8,4.8,-0.9,4.7,-1.3,6.5,524,-30
1,9,-4.7,7.7,3,8,2.1,6.3,524,-26
1,10,-6.8,2.3,1.9,2.5,1.6,7.2,518,-24
1,11,-5.5,5.6,-0.1,5.6,-0.7,7.1,528,-16
1,12,-2,10,-3.9,9.6,-4.8,7.1,542,-12
1,13,-6.1,2.9,4.2,3.2,4,6,542,-22
1,14,-2.9,3.7,2,3.8,1.9,6.1,560,-26
1,15,-4.4,3.4,4.4,3.3,4.5,5.9,558,-27
1,16,-6.1,0.7,-1.3,0.8,-1.3,5.8,543,-26
1,17,-1,4,-2.2,4.2,-1.7,5.6,571,-32
1,18,-2.7,5.5,0.4,5.4,1.3,5.1,562,-30
1,19,-0.5,6,-1.2,6.1,0,5.1,569,-20
1,20,-4.4,2.3,-2.1,2.7,-1.5,4.8,544,-18
1,21,-2.5,4.3,-2.4,4.8,-1.2,5,558,-19
1,22,-2.8,4.9,0.3,4.6,1.6,4.6,553,-21
1,23,-2.8,5.1,0.1,4.9,1.5,4.8,547,-16
2,0,0.8,3.7,-2.6,4.3,-1.5,5.6,564,-12
2,1,0.1,4.5,-1.9,4.8,-0.8,5.3,567,-16
2,2,-2.9,3.3,0,3.2,0.7,5,545,-18
2,3,-3.3,2.1,2.3,1.7,2.6,4.7,538,-19
2,4,-3,4.3,-0.4,4.3,0,4.9,538,-13
2,5,-4.8,1.8,3.1,1.7,3.2,4.2,525,-12
2,6,-5,2.6,1.8,2.6,1.8,4.3,518,-12
2,7,-4.5,2.3,0.3,2.3,0.2,4.3,506,-13
2,8,-4.7,1.2,-1.8,1,-1.9,4.7,496,-15
2,9,-5,-0.1,-1.2,-0.2,-1.2,4.7,493,-15
2,10,-3.9,2.1,-0.1,2.1,-0.3,5,492,-14
2,11,-3.5,1.6,1,1.7,0.8,5.1,494,-8
2,12,-2.1,4.3,0.2,4.3,-0.2,5.9,500,-7
2,13,-0.3,4.6,-2.3,4.5,-2.6,5.8,504,-7
2,14,-2.3,3.8,-0.7,3.8,-0.8,6.3,487,-10
2,15,-3.6,4.4,2.1,4.3,2.2,6.7,485,-10
2,16,-5.7,3.8,-1.7,3.9,-1.4,8,458,-9
2,17,-2.2,5.3,-3.5,5.7,-2.8,10.1,463,-7
2,18,-3.3,4.8,1.1,4.6,1.9,11.8,452,-6
2,19,-5.3,3.4,-2.5,3.8,-1.7,10.4,441,-4
2,20,-6.7,5,-0.5,5,0.7,8.6,442,-9
2,21,-7.2,2.7,-1.7,3.1,-0.9,9.5,446,-1
2,22,-5.9,5.9,1.5,5.3,3.1,10.2,453,-2
2,23,-5.5,7,2.9,5.9,4.7,10.6,453,-1
3,0,-6.6,6.6,1.9,5.8,3.6,11.1,458,1
3,1,-5.1,7,-0.2,6.8,1.5,9.3,479,-1
3,2,-7.6,6,2.8,5.3,4,11.4,482,0
3,3,-5.7,10.9,-3.1,11.3,-1.3,10.6,497,3
3,4,-3.5,7.6,-1.2,7.7,-0.4,8.3,576,-9
3,5,-8.2,1.6,7,1.2,7.1,7.4,602,-12
3,6,-8,5.4,3.4,5.4,3.4,7.9,597,-8
3,7,-8.2,2.1,1.6,2.2,1.5,7.9,589,-13
3,8,-3.4,5.7,-2.9,5.5,-3.3,6.8,605,-18
3,9,-3.6,6.7,-4,6.3,-4.6,6.2,609,-15
3,10,-3.9,7.4,1.1,7.5,0.3,4.8,619,-24
3,11,-3.4,6.7,1.1,6.8,0.4,4.4,622,-18
3,12,-3.6,6.1,2.2,6.3,1.7,4.7,621,-12
3,13,-2.4,5.5,4,5.7,3.7,4.3,618,-14
3,14,-5.2,4.8,-0.1,4.8,-0.2,4.9,594,-19
3,15,-7.4,2,0.8,2,0.9,4.9,572,-18
3,16,-8.9,1.6,0.9,1.5,1,5.3,558,-16
3,17,-7.9,2.8,2.4,2.5,2.7,4.7,548,-14
3,18,-5.7,4.7,-1.3,4.9,-0.5,4.6,561,-9
3,19,-5.9,4.3,-1.5,4.5,-0.6,4.8,558,-10
3,20,-1.1,3.2,-2.6,3.7,-1.7,5.2,575,-9
3,21,-4.9,5.4,1.2,4.9,2.6,4.3,539,-9
3,22,-4.6,5.2,0.6,4.8,2.1,4.4,542,-12
3,23,-6.4,4.9,0.7,4.5,2.1,4.3,531,-14
4,0,-5.4,3.9,-3.2,4.6,-2,4.8,535,-13
4,1,-6.8,4.2,-0.4,4.2,0.7,4.8,522,-20
4,2,-7.5,4.7,2.6,4,3.6,4.3,538,-23
4,3,-7,4.7,-0.4,4.7,0.4,4.8,547,-20
4,4,-4.9,6.5,0.2,6.4,1,5.1,569,-18
4,5,-3.8,5.6,-0.5,5.6,-0.1,5.3,572,-19
4,6,-4.8,6.1,2.6,6.1,2.7,4.6,574,-22
4,7,-2.6,3.3,-3.5,3.2,-3.6,5.4,581,-22
4,8,-4.2,6.7,-0.8,6.6,-1.2,4.9,572,-25
4,9,-3.7,4.5,-3.4,4.2,-3.8,5.1,574,-21
4,10,-6.5,2,0.6,2,0.4,4.8,552,-24
4,11,-5.4,1.3,-2.6,1.1,-2.7,5.1,560,-17
4,12,-6,-1.5,-3.5,-1.7,-3.4,5.4,558,-13
4,13,-7.2,-1.6,-1.4,-1.7,-1.3,5.5,548,-25
4,14,-6,2.6,-3.4,2.6,-3.4,5.3,569,-12
4,15,-3,5.3,-1.3,5.3,-1.1,5.2,599,-25
4,16,-3.4,4.1,-1.4,4.2,-1,5,600,-29
4,17,-4.7,2.3,1.5,2.1,1.8,4.7,592,-27
4,18,-5.8,4.2,-1.8,4.5,-1,4.6,579,-23
4,19,-7,4.7,1.6,4.2,2.6,3.8,564,-20
4,20,-5.7,6.2,-0.8,6.2,0.8,3.6,571,-15
4,21,-7.9,2.7,-0.9,2.8,-0.1,3.3,586,-19
