1,0,-5,2.8,2.8,2,3.4,5.6,408,-4
1,1,-0.1,6.2,1.2,5.7,2.6,5.7,435,1
1,2,-1.7,4.7,-2.6,5.1,-1.6,5.5,417,1
1,3,1.9,5.8,0.6,5.6,1.5,4.9,434,-6
1,4,2,6.3,2.1,6.1,2.7,5.7,431,-6
1,5,2.6,6.5,-0.4,6.5,-0.1,5.9,433,-2
1,6,1,5.9,-2,5.9,-2.1,5.6,425,-2
1,7,4,5.4,-0.1,5.4,-0.4,5.8,434,-6
1,8,4.3,4.7,-0.7,4.6,-1.1,5.4,436,-10
1,9,4.2,4.5,-1.2,4.3,-1.7,5.4,430,-12
1,10,-0.3,4.8,-2.9,4.4,-3.4,5.1,408,-11
1,11,-4.1,3.8,-2.4,3.5,-2.8,5.7,392,-13
1,12,-3.8,3.4,-2.6,3.1,-2.9,5.3,388,-18
1,13,-3.4,3.4,-1.3,3.3,-1.5,5.1,384,-23
1,14,-2.1,5,-0.6,5,-0.7,5.3,392,-18
1,15,-4.5,0,1,0,1,5,376,-16
1,16,-4.1,3.4,3,3.2,3.2,5.3,379,-10
1,17,-3.4,3.7,3,3.3,3.4,6,380,-4
1,18,-4.2,3.2,2,2.8,2.5,6.7,372,-4
1,19,-5.9,-0.5,0.4,-0.6,0.3,7.8,361,-5
1,20,-4.3,0.8,-1.7,1.2,-1.5,6.8,371,-8
1,21,-0.1,5.4,-3,6,-1.5,5.6,390,-13
1,22,2.3,5.4,-3,6,-1.4,5.5,402,-11
1,23,3.6,5.2,-2.4,5.7,-0.9,5.6,406,-7
2,0,-1,4,-2.2,4.4,-1.1,5.9,387,-10
2,1,-3.8,4.1,0.3,3.9,1.3,6.2,369,-8
2,2,-3.2,3.7,-2.3,4.1,-1.5,6,370,-8
2,3,-4.8,2.5,0.6,2.4,1,6.3,360,-13
2,4,-5.3,1.4,-1.2,1.5,-1,999.9,366,-14
2,5,-3.9,0.6,-0.9,0.6,-0.9,4.5,368,-8
2,6,-4,3.6,-0.8,3.6,-0.8,4.2,367,-4
2,7,-3.9,4.3,-1,4.2,-1.2,999.9,367,-6
2,8,-4.4,3,-2.2,2.8,-2.4,999.9,359,-11
2,9,-1.1,4.7,-2.6,4.4,-3.1,5.1,373,-12
2,10,-3.8,2.6,1,2.7,0.7,4.5,360,-14
2,11,-5.3,2.7,0.1,2.7,-0.2,999.9,353,-14
2,12,-4.1,3.2,0,3.2,-0.3,4.4,353,-12
2,13,-4.8,3.1,-1.5,3,-1.7,5.7,342,-14
2,14,-2.9,4.6,-2.6,4.6,-2.7,6.1,352,-18
2,15,-1.4,4.7,-2,4.7,-1.9,6.3,362,-18
2,16,-2.7,5.1,0.2,5.1,0.6,6.5,354,-13
2,17,-2.1,4.9,-2.8,5.2,-2.2,6.5,359,-7
2,18,0.4,5.4,-3.1,5.8,-2.2,6.9,376,-10
2,19,-4.4,3.8,1.2,3.5,2,8.1,353,-8
2,20,-5.4,6,0.9,5.6,2.3,12.9,372,0
2,21,-4.8,7.7,4.4,6.3,6.3,18.6,397,8
2,22,-4.3,9.5,0.6,9,3.2,23.8,392,15
2,23,-4.8,9.1,-2,9.3,0.7,26.8,392,16
3,0,-6,5.4,6.2,3.5,7.4,37.4,387,16
3,1,-0.2,-4,8,-5.9,6.8,26.7,389,9
3,2,-0.1,-7.2,10.3,-9.2,8.5,11.5,375,5
3,3,5.1,-5.7,4.7,-6.4,3.7,8.9,414,4
3,4,2.9,-5.9,5.1,-6.4,4.4,9.2,426,5
3,5,2.7,-6.6,2.1,-6.7,1.7,9.5,424,8
3,6,2.8,-6.3,3,-6.3,3,12.5,441,15
3,7,1.9,-0.8,3.1,-0.7,3.1,14.8,463,18
3,8,5.5,-4.4,-1.8,-4.5,-1.5,12.8,465,12
3,9,8.5,-5.1,0.7,-5,1.2,11.4,475,3
3,10,-8.3,1.5,4.1,1.9,3.9,12.4,486,5
3,11,9.3,-6.5,0.8,-6.4,1.4,8.6,499,3
3,12,11.4,-7.3,-2.3,-7.5,-1.7,7.3,519,3
3,13,11.2,-8.3,-1,-8.3,-0.6,7.7,523,4
3,14,10.4,-6.6,-2,-6.6,-1.9,9,534,5
3,15,10.1,-3.8,-4.8,-3.6,-4.9,9.7,532,-4
3,16,9.9,-6.1,-6.3,-5.6,-6.8,11.1,544,-9
3,17,9,-6.5,-2.7,-6.1,-3.5,11.6,540,-19
3,18,8.1,-9.1,-2.3,-8.6,-3.8,10.7,545,-29
3,19,8.2,-8.7,-2.6,-7.9,-4.4,9.3,541,-32
3,20,7.4,-9.1,0.1,-8.8,-2.2,9.1,553,-33
3,21,8.6,-8.8,-1.3,-8.1,-3.7,9,555,-31
3,22,8.1,-9.8,0.3,-9.5,-2.5,7,582,-25
3,23,9.6,-7.3,-2.8,-6.2,-4.8,7.1,573,-21
4,0,6.5,-8.6,-3,-7.4,-5.3,7.5,600,-22
4,1,8.9,-8.3,1.3,-8.4,-0.9,8.2,577,-19
4,2,8.5,-6.8,-4.5,-5.6,-5.9,6.8,553,-22
4,3,6.4,-1.6,1.3,-1.8,1,3.9,590,-33
4,4,5.7,-0.5,-2.4,-0.2,-2.4,4,616,-31
4,5,2.9,-3.1,2.1,-3.2,1.9,3.3,635,-24
4,6,3.8,0.8,-2.1,0.8,-2.1,3.1,636,-21
4,7,4.2,-1.7,-0.5,-1.7,-0.4,2.9,619,-24
4,8,3,-2.6,-2.4,-2.8,-2.2,2.8,626,-30
4,9,3.8,-1.2,2,-1,2.1,2.8,616,-32
4,10,4.5,1,1,1.1,0.9,2.8,610,-32
4,11,4.9,0.3,1.2,0.4,1.2,2.8,600,-28
4,12,5.1,-1.5,1.2,-1.4,1.3,3,597,-23
4,13,5.1,-1.3,0.6,-1.3,0.7,3,590,-22
4,14,2.7,-1.6,0.7,-1.6,0.7,2.7,591,-22
4,15,5.3,-0.6,-1.6,-0.5,-1.6,3.2,549,-23
4,16,5.7,-2.2,-0.2,-2.2,-0.4,2.8,551,-16
4,17,0.4,-4.4,0.4,-4.4,-0.2,3,567,-10
4,18,4.3,-2.1,-1.3,-1.8,-1.7,3,525,-11
4,19,4.8,-0.9,-0.8,-0.7,-1,3.5,514,-16
4,20,4.4,-2.6,0.6,-2.7,-0.1,3.2,525,-14
4,21,5.3,-1.2,0.7,-1.3,0.3,3.1,515,-15
4,22,5,-1.8,0.2,-1.8,-0.3,3.1,502,-12
4,23,4.9,-3.3,-0.6,-3,-1.6,3.1,504,-10
5,0,1.9,-5,0.3,-4.9,-1.1,3,517,-11
5,1,3.5,-4.4,1.1,-4.5,-0.1,3.3,491,-10
5,2,4.2,-4.3,0,-4.2,-1,3.4,480,-9
5,3,5.3,-2.1,-1.3,-1.8,-1.7,3.7,472,-12
5,4,5.7,-1,-1.6,-0.8,-1.7,3.7,470,-15
5,5,3.6,-2.5,0,-2.5,-0.2,3.6,471,-11
5,6,4.4,-2.8,-0.6,-2.8,-0.7,4,444,-5
5,7,3.2,-4.7,1.2,-4.7,1.3,4.2,446,-4
5,8,5.8,-2.4,0.3,-2.4,0.4,4,417,-8
5,9,6,-1.3,-0.3,-1.3,-0.2,4.7,416,-9
5,10,4.3,-4.5,0.1,-4.5,0.5,4.3,426,-5
5,11,4.2,-5.1,0.2,-5.1,0.6,4.5,424,-6
5,12,6.2,-2.2,-0.3,-2.2,-0.2,4.3,407,-10
5,13,4.8,-2.8,1.3,-2.8,1.4,4.5,415,-11
5,14,3.2,-3.2,-1.6,-3.2,-1.6,4.6,431,-14
5,15,1.9,-5.6,1,-5.6,0.7,4.8,434,-11
5,16,3.5,-3.5,-0.3,-3.5,-0.6,5.4,421,-10
5,17,4.7,2.8,-2.5,3.1,-2.1,5.1,415,-9
5,18,4.9,-0.5,-4,0.3,-4,5.6,412,-11
5,19,3.6,-3.8,0,-3.7,-0.9,5.1,413,-11
5,20,0.7,-4.8,3.4,-5.5,2,4.8,429,-12
